77,-464,0111001
77,-463,0111001
77,-462,0111001
77,-461,0111001
77,-460,0111000
77,-459,0111000
77,-458,0111000
77,-457,0111000
77,-456,0111000
77,-455,0111000
77,-454,0111000
77,-453,0111000
77,-452,0110111
77,-451,0110111
77,-450,0110111
77,-449,0110111
77,-448,0110111
77,-447,0110111
77,-446,0110111
77,-445,0110111
77,-444,0110110
77,-443,0110110
77,-442,0110110
77,-441,0110110
77,-440,0110110
77,-439,0110110
77,-438,0110110
77,-437,0110110
77,-436,0110101
77,-435,0110101
77,-434,0110101
77,-433,0110101
77,-432,0110101
77,-431,0110101
77,-430,0110101
77,-429,0110101
77,-428,0110100
77,-427,0110100
77,-426,0110100
77,-425,0110100
77,-424,0110100
77,-423,0110100
77,-422,0110100
77,-421,0110100
77,-420,0110011
77,-419,0110011
77,-418,0110011
77,-417,0110011
77,-416,0110011
77,-415,0110011
77,-414,0110011
77,-413,0110011
77,-412,0110010
77,-411,0110010
77,-410,0110010
77,-409,0110010
77,-408,0110010
77,-407,0110010
77,-406,0110010
77,-405,0110010
77,-404,0110001
77,-403,0110001
77,-402,0110001
77,-401,0110001
77,-400,0110001
77,-399,0110001
77,-398,0110001
77,-397,0110001
77,-396,0110000
77,-395,0110000
77,-394,0110000
77,-393,0110000
77,-392,0110000
77,-391,0110000
77,-390,0110000
77,-389,0110000
77,-388,0101111
77,-387,0101111
77,-386,0101111
77,-385,0101111
77,-384,0101111
77,-383,0101111
77,-382,0101111
77,-381,0101111
77,-380,0101110
77,-379,0101110
77,-378,0101110
77,-377,0101110
77,-376,0101110
77,-375,0101110
77,-374,0101110
77,-373,0101110
77,-372,0101101
77,-371,0101101
77,-370,0101101
77,-369,0101101
77,-368,0101101
77,-367,0101101
77,-366,0101101
77,-365,0101101
77,-364,0101100
77,-363,0101100
77,-362,0101100
77,-361,0101100
77,-360,0101100
77,-359,0101100
77,-358,0101100
77,-357,0101100
77,-356,0101011
77,-355,0101011
77,-354,0101011
77,-353,0101011
77,-352,0101011
77,-351,0101011
77,-350,0101011
77,-349,0101011
77,-348,0101010
77,-347,0101010
77,-346,0101010
77,-345,0101010
77,-344,0101010
77,-343,0101010
77,-342,0101010
77,-341,0101010
77,-340,0101001
77,-339,0101001
77,-338,0101001
77,-337,0101001
77,-336,0101001
77,-335,0101001
77,-334,0101001
77,-333,0101001
77,-332,0101000
77,-331,0101000
77,-330,0101000
77,-329,0101000
77,-328,0101000
77,-327,0101000
77,-326,0101000
77,-325,0101000
77,-324,0100111
77,-323,0100111
77,-322,0100111
77,-321,0100111
77,-320,0100111
77,-319,0100111
77,-318,0100111
77,-317,0100111
77,-316,0100110
77,-315,0100110
77,-314,0100110
77,-313,0100110
77,-312,0100110
77,-311,0100110
77,-310,0100110
77,-309,0100110
77,-308,0100101
77,-307,0100101
77,-306,0100101
77,-305,0100101
77,-304,0100101
77,-303,0100101
77,-302,0100101
77,-301,0100101
77,-300,0100100
77,-299,0100100
77,-298,0100100
77,-297,0100100
77,-296,0100100
77,-295,0100100
77,-294,0100100
77,-293,0100100
77,-292,0100011
77,-291,0100011
77,-290,0100011
77,-289,0100011
77,-288,0100011
77,-287,0100011
77,-286,0100011
77,-285,0100011
77,-284,0100010
77,-283,0100010
77,-282,0100010
77,-281,0100010
77,-280,0100010
77,-279,0100010
77,-278,0100010
77,-277,0100010
77,-276,0100001
77,-275,0100001
77,-274,0100001
77,-273,0100001
77,-272,0100001
77,-271,0100001
77,-270,0100001
77,-269,0100001
77,-260,0011111
77,-259,0011111
77,-258,0011111
77,-257,0011111
77,-256,0011111
77,-255,0011111
77,-254,0011111
77,-253,0011111
77,-252,0011110
77,-251,0011110
77,-250,0011110
77,-249,0011110
77,-248,0011110
77,-247,0011110
77,-246,0011110
77,-245,0011110
77,-244,0011101
77,-243,0011101
77,-242,0011101
77,-241,0011101
77,-240,0011101
77,-239,0011101
77,-238,0011101
