12,-461,0011000
12,-459,0101000
12,-458,0110000
12,-457,0111000
12,-455,1001000
12,-454,1010000
12,-453,1011000
12,-452,1100000
12,-451,1101000
12,-450,1110000
12,-449,1111000
12,-445,0011000
12,-443,0101000
12,-442,0110000
12,-441,0111000
12,-439,1001000
12,-438,1010000
12,-437,1011000
12,-436,1100000
12,-435,1101000
12,-434,1110000
12,-433,1111000
12,-429,0011000
12,-427,0101000
12,-426,0110000
12,-425,0111000
12,-423,1001000
12,-422,1010000
12,-421,1011000
12,-420,1100000
12,-419,1101000
12,-418,1110000
12,-417,1111000
12,-413,0011000
12,-411,0101000
12,-410,0110000
12,-409,0111000
12,-407,1001000
12,-406,1010000
12,-405,1011000
12,-404,1100000
12,-403,1101000
12,-402,1110000
12,-401,1111000
12,-397,0011000
12,-395,0101000
12,-394,0110000
12,-393,0111000
12,-391,1001000
12,-390,1010000
12,-389,1011000
12,-388,1100000
12,-387,1101000
12,-386,1110000
12,-385,1111000
12,-381,0011000
12,-379,0101000
12,-378,0110000
12,-377,0111000
12,-375,1001000
12,-374,1010000
12,-373,1011000
12,-372,1100000
12,-371,1101000
12,-370,1110000
12,-369,1111000
12,-365,0011000
12,-363,0101000
12,-362,0110000
12,-361,0111000
12,-359,1001000
12,-358,1010000
12,-357,1011000
12,-356,1100000
12,-355,1101000
12,-354,1110000
12,-353,1111000
12,-349,0011000
12,-347,0101000
12,-346,0110000
12,-345,0111000
12,-343,1001000
12,-342,1010000
12,-341,1011000
12,-340,1100000
12,-339,1101000
12,-338,1110000
12,-337,1111000
12,-333,0011000
12,-331,0101000
12,-330,0110000
12,-329,0111000
12,-327,1001000
12,-326,1010000
12,-325,1011000
12,-324,1100000
12,-323,1101000
12,-322,1110000
12,-321,1111000
12,-317,0011000
12,-315,0101000
12,-314,0110000
12,-313,0111000
12,-311,1001000
12,-310,1010000
12,-309,1011000
12,-308,1100000
12,-307,1101000
12,-306,1110000
12,-305,1111000
12,-301,0011000
12,-299,0101000
12,-298,0110000
12,-297,0111000
12,-295,1001000
12,-294,1010000
12,-293,1011000
12,-292,1100000
12,-291,1101000
12,-290,1110000
12,-289,1111000
12,-285,0011000
12,-283,0101000
12,-282,0110000
12,-281,0111000
12,-279,1001000
12,-278,1010000
12,-277,1011000
12,-276,1100000
12,-275,1101000
12,-274,1110000
12,-273,1111000
12,-269,0011000
12,-267,0101000
12,-266,0110000
12,-265,0111000
12,-263,1001000
12,-262,1010000
12,-261,1011000
12,-260,1100000
12,-259,1101000
12,-258,1110000
12,-257,1111000
12,-253,0011000
12,-251,0101000
12,-250,0110000
12,-249,0111000
12,-247,1001000
12,-246,1010000
12,-245,1011000
12,-244,1100000
12,-243,1101000
12,-242,1110000
12,-241,1111000
12,-237,0011000
12,-235,0101000
12,-234,0110000
12,-233,0111000
12,-231,1001000
12,-230,1010000
12,-229,1011000
12,-228,1100000
12,-227,1101000
12,-226,1110000
12,-225,1111000
12,-221,0011000
12,-219,0101000
12,-218,0110000
12,-217,0111000
12,-215,1001000
12,-214,1010000
12,-213,1011000
12,-212,1100000
12,-211,1101000
12,-210,1110000
12,-209,1111000
12,-205,0011000
12,-203,0101000
12,-202,0110000
12,-201,0111000
12,-199,1001000
12,-198,1010000
12,-197,1011000
12,-196,1100000
12,-195,1101000
12,-194,1110000
12,-193,1111000
12,-189,0011000
12,-187,0101000
12,-186,0110000
12,-185,0111000
12,-183,1001000
12,-182,1010000
12,-181,1011000
12,-180,1100000
12,-179,1101000
12,-178,1110000
12,-177,1111000
12,-173,0011000
12,-171,0101000
12,-170,0110000
12,-169,0111000
12,-167,1001000
12,-166,1010000
12,-165,1011000
12,-164,1100000
12,-163,1101000
12,-162,1110000
12,-161,1111000
12,-157,0011000
12,-155,0101000
12,-154,0110000
12,-153,0111000
12,-151,1001000
12,-150,1010000
12,-149,1011000
12,-148,1100000
12,-147,1101000
12,-146,1110000
12,-145,1111000
12,-141,0011000
12,-139,0101000
12,-138,0110000
12,-137,0111000
12,-135,1001000
12,-134,1010000
12,-133,1011000
12,-132,1100000
12,-131,1101000
12,-130,1110000
12,-129,1111000
12,-125,0011000
12,-123,0101000
12,-122,0110000
12,-121,0111000
12,-119,1001000
12,-118,1010000
12,-117,1011000
12,-116,1100000
12,-115,1101000
12,-114,1110000
12,-113,1111000
12,-109,0011000
12,-107,0101000
12,-106,0110000
12,-105,0111000
12,-103,1001000
12,-102,1010000
12,-101,1011000
12,-100,1100000
12,-99,1101000
12,-98,1110000
12,-97,1111000
12,-93,0011000
12,-91,0101000
12,-90,0110000
12,-89,0111000
12,-87,1001000
12,-86,1010000
12,-85,1011000
12,-84,1100000
12,-83,1101000
12,-82,1110000
12,-81,1111000
12,-77,0011000
12,-75,0101000
12,-74,0110000
12,-73,0111000
12,-71,1001000
12,-70,1010000
12,-69,1011000
12,-68,1100000
12,-67,1101000
12,-66,1110000
12,-65,1111000
12,-61,0011000
12,-59,0101000
12,-58,0110000
12,-57,0111000
12,-55,1001000
12,-54,1010000
12,-53,1011000
12,-52,1100000
12,-51,1101000
12,-50,1110000
12,-49,1111000
12,-45,0011000
12,-43,0101000
12,-42,0110000
12,-41,0111000
12,-39,1001000
12,-38,1010000
12,-37,1011000
12,-36,1100000
12,-35,1101000
12,-34,1110000
12,-33,1111000
12,-29,0011000
12,-27,0101000
12,-26,0110000
12,-25,0111000
12,-23,1001000
12,-22,1010000
12,-21,1011000
12,-20,1100000
12,-19,1101000
12,-18,1110000
12,-17,1111000
12,-13,0011000
12,-11,0101000
12,-10,0110000
12,-9,0111000
12,-7,1001000
12,-6,1010000
12,-5,1011000
12,-4,1100000
12,-3,1101000
12,-2,1110000
12,-1,1111000
12,3,0011000
12,5,0101000
12,6,0110000
12,7,0111000
12,9,1001000
12,10,1010000
12,11,1011000
12,12,1100000
12,13,1101000
12,14,1110000
12,15,1111000
12,19,0011000
12,21,0101000
12,22,0110000
12,23,0111000
12,25,1001000
12,26,1010000
12,27,1011000
12,28,1100000
12,29,1101000
12,30,1110000
12,31,1111000
12,35,0011000
12,37,0101000
12,38,0110000
12,39,0111000
12,41,1001000
12,42,1010000
12,43,1011000
12,44,1100000
12,45,1101000
12,46,1110000
12,47,1111000
12,51,0011000
12,53,0101000
12,54,0110000
12,55,0111000
12,57,1001000
12,58,1010000
12,59,1011000
12,60,1100000
12,61,1101000
12,62,1110000
12,63,1111000
12,67,0011000
12,69,0101000
12,70,0110000
12,71,0111000
12,73,1001000
12,74,1010000
12,75,1011000
12,76,1100000
12,77,1101000
12,78,1110000
12,79,1111000
12,83,0011000
12,85,0101000
12,86,0110000
12,87,0111000
12,89,1001000
12,90,1010000
12,91,1011000
12,92,1100000
12,93,1101000
12,94,1110000
12,95,1111000
12,99,0011000
12,101,0101000
12,102,0110000
12,103,0111000
12,105,1001000
12,106,1010000
12,107,1011000
12,108,1100000
12,109,1101000
12,110,1110000
12,111,1111000
12,115,0011000
12,117,0101000
12,118,0110000
12,119,0111000
12,121,1001000
12,122,1010000
12,123,1011000
12,124,1100000
12,125,1101000
12,126,1110000
12,127,1111000
12,131,0011000
12,133,0101000
12,134,0110000
12,135,0111000
12,137,1001000
12,138,1010000
12,139,1011000
12,140,1100000
12,141,1101000
12,142,1110000
12,143,1111000
12,147,0011000
12,149,0101000
12,150,0110000
12,151,0111000
12,153,1001000
12,154,1010000
12,155,1011000
12,156,1100000
12,157,1101000
12,158,1110000
12,159,1111000
12,163,0011000
12,165,0101000
12,166,0110000
12,167,0111000
12,169,1001000
12,170,1010000
12,171,1011000
12,172,1100000
12,173,1101000
12,174,1110000
12,175,1111000
12,179,0011000
12,181,0101000
12,182,0110000
12,183,0111000
12,185,1001000
12,186,1010000
12,187,1011000
12,188,1100000
12,189,1101000
12,190,1110000
12,191,1111000
12,195,0011000
12,197,0101000
12,198,0110000
12,199,0111000
12,201,1001000
12,202,1010000
12,203,1011000
12,204,1100000
12,205,1101000
12,206,1110000
12,207,1111000
12,211,0011000
12,213,0101000
12,214,0110000
12,215,0111000
12,217,1001000
12,218,1010000
12,219,1011000
12,220,1100000
12,221,1101000
12,222,1110000
12,223,1111000
12,227,0011000
12,229,0101000
12,230,0110000
12,231,0111000
12,233,1001000
12,234,1010000
12,235,1011000
12,236,1100000
12,237,1101000
12,238,1110000
12,239,1111000
12,243,0011000
12,245,0101000
12,246,0110000
12,247,0111000
12,249,1001000
12,250,1010000
12,251,1011000
12,252,1100000
